ID,Group,Input Pattern,Input Ingredients,Output Item,Width,Height
minecraft:blue_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassBlue,minecraft:stained_glass_pane:11 x16,3,2
minecraft:brown_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassBrown,minecraft:stained_glass_pane:12 x16,3,2
minecraft:green_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassGreen,minecraft:stained_glass_pane:13 x16,3,2
minecraft:red_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassRed,minecraft:stained_glass_pane:14 x16,3,2
minecraft:black_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassBlack,minecraft:stained_glass_pane:15 x16,3,2
minecraft:magenta_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassMagenta,minecraft:stained_glass_pane:2 x16,3,2
minecraft:light_blue_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassLightBlue,minecraft:stained_glass_pane:3 x16,3,2
minecraft:yellow_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassYellow,minecraft:stained_glass_pane:4 x16,3,2
minecraft:lime_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassLime,minecraft:stained_glass_pane:5 x16,3,2
minecraft:pink_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassPink,minecraft:stained_glass_pane:6 x16,3,2
minecraft:gray_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassGray,minecraft:stained_glass_pane:7 x16,3,2
minecraft:light_gray_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassLightGray,minecraft:stained_glass_pane:8 x16,3,2
minecraft:cyan_stained_glass_pane,stained_glass_pane,"AAA
AAA",A: ore:blockGlassCyan,minecraft:stained_glass_pane:9 x16,3,2
minecraft:white_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeWhite",minecraft:stained_hardened_clay x8,3,3
minecraft:orange_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeOrange",minecraft:stained_hardened_clay:1 x8,3,3
minecraft:purple_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyePurple",minecraft:stained_hardened_clay:10 x8,3,3
minecraft:blue_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeBlue",minecraft:stained_hardened_clay:11 x8,3,3
minecraft:brown_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeBrown",minecraft:stained_hardened_clay:12 x8,3,3
minecraft:green_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeGreen",minecraft:stained_hardened_clay:13 x8,3,3
minecraft:red_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeRed",minecraft:stained_hardened_clay:14 x8,3,3
minecraft:black_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeBlack",minecraft:stained_hardened_clay:15 x8,3,3
minecraft:magenta_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeMagenta",minecraft:stained_hardened_clay:2 x8,3,3
minecraft:light_blue_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeLightBlue",minecraft:stained_hardened_clay:3 x8,3,3
minecraft:yellow_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeYellow",minecraft:stained_hardened_clay:4 x8,3,3
minecraft:lime_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeLime",minecraft:stained_hardened_clay:5 x8,3,3
minecraft:pink_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyePink",minecraft:stained_hardened_clay:6 x8,3,3
minecraft:gray_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeGray",minecraft:stained_hardened_clay:7 x8,3,3
minecraft:light_gray_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeLightGray",minecraft:stained_hardened_clay:8 x8,3,3
minecraft:cyan_stained_hardened_clay,stained_hardened_clay,"AAA
ABA
AAA","A: minecraft:hardened_clay
B: ore:dyeCyan",minecraft:stained_hardened_clay:9 x8,3,3
extrautils2:shortcut_stick,extrautils2:shortcut_stick,"A
A",A: ore:logWood,minecraft:stick x16,1,2
enderio:tweak_stick_from_wood,,"A
A",A: ore:logWood,minecraft:stick x16,1,2
stevescarts:component/twig_sticks,,A,A: stevescarts:modulecomponents:73 | stevescarts:modulecomponents:75 | stevescarts:modulecomponents:77 | stevescarts:modulecomponents:79,minecraft:stick x2,1,1
minecraft:stick,,"A
A",A: ore:plankWood,minecraft:stick x4,1,2
crafttweaker:ct_shaped-61028178,,"-A-
-B-
---","A: industrialforegoing:pink_slime
B: minecraft:piston",minecraft:sticky_piston,3,3
minecraft:polished_granite,,"AA
AA",A: ore:stoneGranite,minecraft:stone:2 x4,2,2
minecraft:diorite,,"AB
BA","A: ore:cobblestone
B: minecraft:quartz",minecraft:stone:3 x2,2,2
minecraft:polished_diorite,,"AA
AA",A: ore:stoneDiorite,minecraft:stone:4 x4,2,2
minecraft:polished_andesite,,"AA
AA",A: ore:stoneAndesite,minecraft:stone:6 x4,2,2
minecraft:stone_axe,,"AA
AB
-B","A: ore:cobblestone
B: ore:stickWood",minecraft:stone_axe,2,3
quark:stone_axe,minecraft:stone_axe,"AA
AB
-B","A: ore:materialStoneTool
B: minecraft:stick",minecraft:stone_axe,2,3
minecraft:stone_brick_stairs,,"A--
AA-
AAA",A: minecraft:stonebrick | minecraft:stonebrick:1 | minecraft:stonebrick:2 | minecraft:stonebrick:3,minecraft:stone_brick_stairs x8,3,3
minecraft:stone_button,,A,A: ore:stone,minecraft:stone_button,1,1
minecraft:stone_hoe,,"AA
-B
-B","A: ore:cobblestone
B: ore:stickWood",minecraft:stone_hoe,2,3
quark:stone_hoe,minecraft:stone_hoe,"AA
-B
-B","A: ore:materialStoneTool
B: minecraft:stick",minecraft:stone_hoe,2,3
minecraft:stone_pickaxe,,"AAA
-B-
-B-","A: ore:cobblestone
B: ore:stickWood",minecraft:stone_pickaxe,3,3
quark:stone_pickaxe,minecraft:stone_pickaxe,"AAA
-B-
-B-","A: ore:materialStoneTool
B: minecraft:stick",minecraft:stone_pickaxe,3,3
minecraft:stone_pressure_plate,,AA,A: ore:stone,minecraft:stone_pressure_plate,2,1
minecraft:stone_shovel,,"A
B
B","A: ore:cobblestone
B: ore:stickWood",minecraft:stone_shovel,1,3
quark:stone_shovel,minecraft:stone_shovel,"A
B
B","A: ore:materialStoneTool
B: minecraft:stick",minecraft:stone_shovel,1,3
minecraft:stone_slab,,AAA,A: minecraft:stone,minecraft:stone_slab x6,3,1
quark:stone_slab,minecraft:stone_slab,AAA,A: quark:polished_stone,minecraft:stone_slab x6,3,1
minecraft:red_sandstone_slab,,AAA,A: minecraft:red_sandstone | minecraft:red_sandstone:1 | minecraft:red_sandstone:2,minecraft:stone_slab2 x6,3,1
minecraft:sandstone_slab,,AAA,A: minecraft:sandstone | minecraft:sandstone:1 | minecraft:sandstone:2,minecraft:stone_slab:1 x6,3,1
minecraft:cobblestone_slab,,AAA,A: minecraft:cobblestone,minecraft:stone_slab:3 x6,3,1
minecraft:brick_slab,,AAA,A: minecraft:brick_block,minecraft:stone_slab:4 x6,3,1
minecraft:stone_brick_slab,,AAA,A: minecraft:stonebrick | minecraft:stonebrick:1 | minecraft:stonebrick:2 | minecraft:stonebrick:3,minecraft:stone_slab:5 x6,3,1
minecraft:nether_brick_slab,,AAA,A: minecraft:nether_brick,minecraft:stone_slab:6 x6,3,1
minecraft:quartz_slab,,AAA,A: minecraft:quartz_block | minecraft:quartz_block:1 | minecraft:quartz_block:2,minecraft:stone_slab:7 x6,3,1
minecraft:stone_stairs,,"A--
AA-
AAA",A: minecraft:cobblestone,minecraft:stone_stairs x8,3,3
minecraft:stone_sword,,"A
A
B","A: ore:cobblestone
B: ore:stickWood",minecraft:stone_sword,1,3
quark:stone_sword,minecraft:stone_sword,"A
A
B","A: ore:materialStoneTool
B: minecraft:stick",minecraft:stone_sword,1,3
minecraft:stonebrick,,"AA
AA",A: minecraft:stone,minecraft:stonebrick x4,2,2
minecraft:chiseled_stonebrick,,"A
A",A: minecraft:stone_slab:5,minecraft:stonebrick:3,1,2
forestry:silk_to_string,,"A
A
A",A: forestry:crafting_material:2,minecraft:string,1,3
minecraft:sugar,,A,A: ore:sugarcane,minecraft:sugar,1,1
minecraft:tnt,,"ABA
BAB
ABA","A: ore:gunpowder
B: minecraft:sand | minecraft:sand:1",minecraft:tnt,3,3
minecraft:tnt_minecart,,"A
B","A: minecraft:tnt
B: minecraft:minecart",minecraft:tnt_minecart,1,2
quark:tnt_minecart,minecraft:tnt_minecart,"ABA
AAA","A: ore:ingotIron
B: minecraft:tnt",minecraft:tnt_minecart,3,2
immersiveengineering:material/torch,,"AB-
CCC","A: minecraft:wool:*
B: forge:bucketfilled {FluidName:""creosote"",Amount:1000}
C: ore:stickWood",minecraft:torch x12,3,2
forestry:beeswax_worth,,"-A-
-A-
-B-","A: forestry:beeswax:*
B: ore:stickWood",minecraft:torch x3,3,3
minecraft:torch,,"A
B","A: minecraft:coal | minecraft:coal:1
B: ore:stickWood",minecraft:torch x4,1,2
thermalfoundation:torch,minecraft:torch,"A
B","A: thermalfoundation:material:832
B: ore:stickWood",minecraft:torch x4,1,2
thermalfoundation:torch_1,minecraft:torch,"A
B","A: thermalfoundation:material:833
B: ore:stickWood",minecraft:torch x4,1,2
railcraft:minecraft_torch$2,railcraft:crafting,"A
B
C","A: forestry:can:1 {Fluid:{FluidName:""creosote"",Amount:1000}} | forestry:capsule:1 {Fluid:{FluidName:""creosote"",Amount:1000}} | forestry:refractory:1 {Fluid:{FluidName:""creosote"",Amount:1000}} | railcraft:fluid_bottle_creosote | openblocks:tank {tank:{FluidName:""creosote"",Amount:16000}} | forge:bucketfilled {FluidName:""creosote"",Amount:1000}
B: minecraft:wool:*
C: ore:stickWood",minecraft:torch x6,1,3
railcraft:minecraft_torch$1,railcraft:crafting,"A
B","A: ore:fuelCoke
B: ore:stickWood",minecraft:torch x8,1,2
minecraft:trapdoor,,"AAA
AAA",A: minecraft:planks,minecraft:trapdoor x6,3,2
quark:trapdoor,minecraft:trapdoor,"AAA
AAA",A: biomesoplenty:planks_0 | biomesoplenty:planks_0:1 | biomesoplenty:planks_0:2 | biomesoplenty:planks_0:3 | biomesoplenty:planks_0:4 | biomesoplenty:planks_0:5 | biomesoplenty:planks_0:6 | biomesoplenty:planks_0:7 | biomesoplenty:planks_0:8 | biomesoplenty:planks_0:9 | biomesoplenty:planks_0:10 | biomesoplenty:planks_0:11 | biomesoplenty:planks_0:12 | biomesoplenty:planks_0:13 | biomesoplenty:planks_0:14 | biomesoplenty:planks_0:15 | forestry:planks.0 | forestry:planks.0:1 | forestry:planks.0:2 | forestry:planks.0:3 | forestry:planks.0:4 | forestry:planks.0:5 | forestry:planks.0:6 | forestry:planks.0:7 | forestry:planks.0:8 | forestry:planks.0:9 | forestry:planks.0:10 | forestry:planks.0:11 | forestry:planks.0:12 | forestry:planks.0:13 | forestry:planks.0:14 | forestry:planks.0:15 | forestry:planks.1 | forestry:planks.1:1 | forestry:planks.1:2 | forestry:planks.1:3 | forestry:planks.1:4 | forestry:planks.1:5 | forestry:planks.1:6 | forestry:planks.1:7 | forestry:planks.1:8 | forestry:planks.1:9 | forestry:planks.1:10 | forestry:planks.1:11 | forestry:planks.1:12 | forestry:planks.fireproof.0 | forestry:planks.fireproof.0:1 | forestry:planks.fireproof.0:2 | forestry:planks.fireproof.0:3 | forestry:planks.fireproof.0:4 | forestry:planks.fireproof.0:5 | forestry:planks.fireproof.0:6 | forestry:planks.fireproof.0:7 | forestry:planks.fireproof.0:8 | forestry:planks.fireproof.0:9 | forestry:planks.fireproof.0:10 | forestry:planks.fireproof.0:11 | forestry:planks.fireproof.0:12 | forestry:planks.fireproof.0:13 | forestry:planks.fireproof.0:14 | forestry:planks.fireproof.0:15 | forestry:planks.fireproof.1 | forestry:planks.fireproof.1:1 | forestry:planks.fireproof.1:2 | forestry:planks.fireproof.1:3 | forestry:planks.fireproof.1:4 | forestry:planks.fireproof.1:5 | forestry:planks.fireproof.1:6 | forestry:planks.fireproof.1:7 | forestry:planks.fireproof.1:8 | forestry:planks.fireproof.1:9 | forestry:planks.fireproof.1:10 | forestry:planks.fireproof.1:11 | forestry:planks.fireproof.1:12 | forestry:planks.vanilla.fireproof.0 | forestry:planks.vanilla.fireproof.0:1 | forestry:planks.vanilla.fireproof.0:2 | forestry:planks.vanilla.fireproof.0:3 | forestry:planks.vanilla.fireproof.0:4 | forestry:planks.vanilla.fireproof.0:5 | extrautils2:ironwood_planks | extrautils2:ironwood_planks:1 | chisel:planks-oak | chisel:planks-oak:1 | chisel:planks-oak:2 | chisel:planks-oak:3 | chisel:planks-oak:4 | chisel:planks-oak:5 | chisel:planks-oak:6 | chisel:planks-oak:7 | chisel:planks-oak:8 | chisel:planks-oak:9 | chisel:planks-oak:10 | chisel:planks-oak:11 | chisel:planks-oak:12 | chisel:planks-oak:13 | chisel:planks-oak:14 | chisel:planks-spruce | chisel:planks-spruce:1 | chisel:planks-spruce:2 | chisel:planks-spruce:3 | chisel:planks-spruce:4 | chisel:planks-spruce:5 | chisel:planks-spruce:6 | chisel:planks-spruce:7 | chisel:planks-spruce:8 | chisel:planks-spruce:9 | chisel:planks-spruce:10 | chisel:planks-spruce:11 | chisel:planks-spruce:12 | chisel:planks-spruce:13 | chisel:planks-spruce:14 | chisel:planks-birch | chisel:planks-birch:1 | chisel:planks-birch:2 | chisel:planks-birch:3 | chisel:planks-birch:4 | chisel:planks-birch:5 | chisel:planks-birch:6 | chisel:planks-birch:7 | chisel:planks-birch:8 | chisel:planks-birch:9 | chisel:planks-birch:10 | chisel:planks-birch:11 | chisel:planks-birch:12 | chisel:planks-birch:13 | chisel:planks-birch:14 | chisel:planks-jungle | chisel:planks-jungle:1 | chisel:planks-jungle:2 | chisel:planks-jungle:3 | chisel:planks-jungle:4 | chisel:planks-jungle:5 | chisel:planks-jungle:6 | chisel:planks-jungle:7 | chisel:planks-jungle:8 | chisel:planks-jungle:9 | chisel:planks-jungle:10 | chisel:planks-jungle:11 | chisel:planks-jungle:12 | chisel:planks-jungle:13 | chisel:planks-jungle:14 | chisel:planks-acacia | chisel:planks-acacia:1 | chisel:planks-acacia:2 | chisel:planks-acacia:3 | chisel:planks-acacia:4 | chisel:planks-acacia:5 | chisel:planks-acacia:6 | chisel:planks-acacia:7 | chisel:planks-acacia:8 | chisel:planks-acacia:9 | chisel:planks-acacia:10 | chisel:planks-acacia:11 | chisel:planks-acacia:12 | chisel:planks-acacia:13 | chisel:planks-acacia:14 | chisel:planks-dark-oak | chisel:planks-dark-oak:1 | chisel:planks-dark-oak:2 | chisel:planks-dark-oak:3 | chisel:planks-dark-oak:4 | chisel:planks-dark-oak:5 | chisel:planks-dark-oak:6 | chisel:planks-dark-oak:7 | chisel:planks-dark-oak:8 | chisel:planks-dark-oak:9 | chisel:planks-dark-oak:10 | chisel:planks-dark-oak:11 | chisel:planks-dark-oak:12 | chisel:planks-dark-oak:13 | chisel:planks-dark-oak:14 | quark:stained_planks | quark:stained_planks:1 | quark:stained_planks:2 | quark:stained_planks:3 | quark:stained_planks:4 | quark:stained_planks:5 | quark:stained_planks:6 | quark:stained_planks:7 | quark:stained_planks:8 | quark:stained_planks:9 | quark:stained_planks:10 | quark:stained_planks:11 | quark:stained_planks:12 | quark:stained_planks:13 | quark:stained_planks:14 | quark:stained_planks:15 | quark:vertical_planks | quark:vertical_planks:1 | quark:vertical_planks:2 | quark:vertical_planks:3 | quark:vertical_planks:4 | quark:vertical_planks:5 | quark:vertical_stained_planks | quark:vertical_stained_planks:1 | quark:vertical_stained_planks:2 | quark:vertical_stained_planks:3 | quark:vertical_stained_planks:4 | quark:vertical_stained_planks:5 | quark:vertical_stained_planks:6 | quark:vertical_stained_planks:7 | quark:vertical_stained_planks:8 | quark:vertical_stained_planks:9 | quark:vertical_stained_planks:10 | quark:vertical_stained_planks:11 | quark:vertical_stained_planks:12 | quark:vertical_stained_planks:13 | quark:vertical_stained_planks:14 | quark:vertical_stained_planks:15 | traverse:fir_planks,minecraft:trapdoor x6,3,2
minecraft:tripwire_hook,,"A
B
C","A: ore:ingotIron
B: ore:stickWood
C: ore:plankWood",minecraft:tripwire_hook x2,1,3
botania:web,,"A-A
-B-
A-A","A: minecraft:string
B: ore:manaString",minecraft:web,3,3
forestry:silk_wisp_to_web,,"A-A
-A-
A-A",A: forestry:crafting_material:2,minecraft:web x4,3,3
minecraft:wheat,,A,A: minecraft:hay_block,minecraft:wheat x9,1,1
minecraft:wooden_axe,,"AA
AB
-B","A: ore:plankWood
B: ore:stickWood",minecraft:wooden_axe,2,3
minecraft:wooden_button,,A,A: minecraft:planks,minecraft:wooden_button,1,1
minecraft:wooden_door,wooden_door,"AA
AA
AA",A: minecraft:planks,minecraft:wooden_door x3,2,3
forestry:fireproof_doors_oak,,"AA-
AA-
AA-",A: forestry:planks.vanilla.fireproof.0,minecraft:wooden_door x3,3,3
minecraft:wooden_hoe,,"AA
-B
-B","A: ore:plankWood
B: ore:stickWood",minecraft:wooden_hoe,2,3
minecraft:wooden_pickaxe,,"AAA
-B-
-B-","A: ore:plankWood
B: ore:stickWood",minecraft:wooden_pickaxe,3,3
minecraft:wooden_pressure_plate,,AA,A: minecraft:planks,minecraft:wooden_pressure_plate,2,1
minecraft:wooden_shovel,,"A
B
B","A: ore:plankWood
B: ore:stickWood",minecraft:wooden_shovel,1,3
minecraft:oak_wooden_slab,wooden_slab,AAA,A: minecraft:planks,minecraft:wooden_slab x6,3,1
minecraft:spruce_wooden_slab,wooden_slab,AAA,A: minecraft:planks:1,minecraft:wooden_slab:1 x6,3,1
minecraft:birch_wooden_slab,wooden_slab,AAA,A: minecraft:planks:2,minecraft:wooden_slab:2 x6,3,1
minecraft:jungle_wooden_slab,wooden_slab,AAA,A: minecraft:planks:3,minecraft:wooden_slab:3 x6,3,1
minecraft:acacia_wooden_slab,wooden_slab,AAA,A: minecraft:planks:4,minecraft:wooden_slab:4 x6,3,1
minecraft:dark_oak_wooden_slab,wooden_slab,AAA,A: minecraft:planks:5,minecraft:wooden_slab:5 x6,3,1
minecraft:wooden_sword,,"A
A
B","A: ore:plankWood
B: ore:stickWood",minecraft:wooden_sword,1,3
minecraft:string_to_wool,,"AA
AA",A: ore:string,minecraft:wool,2,2
biomesoplenty:white_wool_from_cattails,,"AAA
AAA
AAA",A: ore:plantCattail,minecraft:wool,3,3
mob_grinding_utils:absorption_hopper,mob_grinding_utils:recipe_absorption_hopper,"-A-
-B-
BCB","A: minecraft:ender_eye
B: ore:obsidian
C: minecraft:hopper",mob_grinding_utils:absorption_hopper,3,3
mob_grinding_utils:absorption_upgrade,mob_grinding_utils:recipe_absorption_upgrade,"-A-
ABA
CAC","A: ore:enderpearl
B: ore:dustRedstone
C: ore:obsidian",mob_grinding_utils:absorption_upgrade,3,3
mob_grinding_utils:dragon_muffler,mob_grinding_utils:recipe_dragon_muffler,"AAA
ABA
AAA","A: minecraft:wool
B: minecraft:dragon_egg",mob_grinding_utils:dragon_muffler,3,3
mob_grinding_utils:ender_inhibitor,mob_grinding_utils:recipe_ender_inhibitor,"-A-
BCB
-D-","A: ore:dustRedstone
B: ore:ingotIron
C: minecraft:ender_eye
D: ore:dustGlowstone",mob_grinding_utils:ender_inhibitor_on,3,3
mob_grinding_utils:entity_conveyor,mob_grinding_utils:recipe_entity_conveyor,"-A-
BCB
BAB","A: ore:slimeball
B: ore:ingotIron
C: ore:dustRedstone",mob_grinding_utils:entity_conveyor x6,3,3
mob_grinding_utils:fan,mob_grinding_utils:recipe_fan,"ABA
BCB
ABA","A: minecraft:stone_slab
B: ore:ingotIron
C: ore:blockRedstone",mob_grinding_utils:fan,3,3
mob_grinding_utils:fan_upgrade_1,mob_grinding_utils:recipe_fan_uprade_1,"A-A
BBB
A-A","A: ore:ingotIron
B: ore:feather",mob_grinding_utils:fan_upgrade,3,3
mob_grinding_utils:fan_upgrade_2,mob_grinding_utils:recipe_fan_uprade_2,"ABA
-B-
ABA","A: ore:ingotIron
B: ore:feather",mob_grinding_utils:fan_upgrade:1,3,3
mob_grinding_utils:fan_upgrade_3,mob_grinding_utils:recipe_fan_uprade_3,"ABA
BCB
ABA","A: ore:feather
B: ore:ingotIron
C: ore:dustRedstone",mob_grinding_utils:fan_upgrade:2,3,3
mob_grinding_utils:mob_swab,mob_grinding_utils:recipe_mob_swab,"--A
-B-
A--","A: minecraft:wool
B: ore:stickWood",mob_grinding_utils:mob_swab,3,3
mob_grinding_utils:saw,mob_grinding_utils:recipe_saw,"ABA
CDC
BEB","A: minecraft:iron_sword
B: ore:gemDiamond
C: mob_grinding_utils:spikes
D: ore:blockRedstone
E: ore:blockIron",mob_grinding_utils:saw,3,3
mob_grinding_utils:saw_upgrade_1,mob_grinding_utils:recipe_saw_upgrade_1,"ABA
BCB
ABA","A: ore:nuggetGold
B: minecraft:iron_sword
C: ore:dustRedstone",mob_grinding_utils:saw_upgrade,3,3
mob_grinding_utils:saw_upgrade_2,mob_grinding_utils:recipe_saw_upgrade_2,"ABA
BCB
ABA","A: ore:nuggetGold
B: ore:dyeBlue
C: ore:dustRedstone",mob_grinding_utils:saw_upgrade:1,3,3
mob_grinding_utils:saw_upgrade_3,mob_grinding_utils:recipe_saw_upgrade_3,"ABA
BCB
ABA","A: ore:nuggetGold
B: minecraft:flint_and_steel
C: ore:dustRedstone",mob_grinding_utils:saw_upgrade:2,3,3
mob_grinding_utils:saw_upgrade_4,mob_grinding_utils:recipe_saw_upgrade_4,"ABA
BCB
ABA","A: ore:nuggetGold
B: minecraft:rotten_flesh
C: ore:dustRedstone",mob_grinding_utils:saw_upgrade:3,3,3
mob_grinding_utils:saw_upgrade_5,mob_grinding_utils:recipe_saw_upgrade_5,"ABA
BCB
ABA","A: ore:nuggetGold
B: minecraft:spider_eye
C: ore:dustRedstone",mob_grinding_utils:saw_upgrade:4,3,3
mob_grinding_utils:saw_upgrade_6,mob_grinding_utils:recipe_saw_upgrade_6,"ABA
CDC
ABA","A: ore:nuggetGold
B: minecraft:golden_helmet
C: minecraft:iron_helmet
D: ore:dustRedstone",mob_grinding_utils:saw_upgrade:5,3,3
mob_grinding_utils:spikes,mob_grinding_utils:recipe_spikes,"---
-A-
ABA","A: minecraft:iron_sword
B: ore:blockIron",mob_grinding_utils:spikes,3,3
mob_grinding_utils:tank,mob_grinding_utils:recipe_tank,"ABA
BBB
ABA","A: ore:ingotIron
B: ore:blockGlass",mob_grinding_utils:tank,3,3
mob_grinding_utils:tank_sink,mob_grinding_utils:recipe_tank_sink,"-A-
BCB
-D-","A: minecraft:iron_bars
B: minecraft:ender_eye
C: minecraft:hopper
D: mob_grinding_utils:tank",mob_grinding_utils:tank_sink,3,3
mob_grinding_utils:wither_muffler,mob_grinding_utils:recipe_wither_muffler,"AAA
ABA
AAA","A: minecraft:wool
B: minecraft:skull:1",mob_grinding_utils:wither_muffler,3,3
mob_grinding_utils:xp_tap,mob_grinding_utils:recipe_xp_tap,"A--
BB-
B--","A: ore:obsidian
B: ore:ingotIron",mob_grinding_utils:xp_tap,3,3
